"PERSON";"REG_ADDR_KOATUU";"OPER_CODE";"OPER_NAME";"D_REG";"DEP_CODE";"DEP";"BRAND";"MODEL";"VIN";"MAKE_YEAR";"COLOR";"KIND";"BODY";"PURPOSE";"FUEL";"CAPACITY";"OWN_WEIGHT";"TOTAL_WEIGHT";"N_REG_NEW"
"P";"3524010100";"308";"ПЕРЕРЕЄСТРАЦІЯ НА НОВОГО ВЛАСНИКА ЗА ДОГ. КУПIВЛI-ПРОДАЖУ (СГ)";08.11.2022;12298;"ТСЦ 3541";"БОГДАН";"211040";"Y6L211040DL238870";2012;"ЧОРНИЙ";"ЛЕГКОВИЙ";"СЕДАН";"ЗАГАЛЬНИЙ";"БЕНЗИН";1596;1065;1515;"ВА3935ЕХ"
"P";"4610136900";"254";"НАЛЕЖНИЙ КОРИСТУВАЧ. РЕЄСТРАЦІЯ";20.02.2022;10000;"OLD_ДДАІ МВС УКРАЇНИ";"DAEWOO";"NEXIA";"XWB3K32CDBA236472";2011;"БЕЖЕВИЙ";"ЛЕГКОВИЙ";"СЕДАН";"ЗАГАЛЬНИЙ";"БЕНЗИН";1598;980;1460;"ВС9723СТ"
"J";"8038500000";"440";"ПЕРЕРЕЄСТРАЦIЯ ПРИ ВТРАТІ СВIДОЦТВА ПРО РЕЄСТРАЦIЮ";28.01.2022;13747;"ТСЦ 5152";"PORSCHE";"CAYENNE";"WP1ZZZ92ZDLA27063";2012;"СІРИЙ";"ЛЕГКОВИЙ";"УНІВЕРСАЛ";"ЗАГАЛЬНИЙ";"ДИЗЕЛЬНЕ ПАЛИВО";2967;2395;2860;"АА0102МК"
"P";"8036600000";"254";"НАЛЕЖНИЙ КОРИСТУВАЧ. РЕЄСТРАЦІЯ";12.11.2022;10000;"OLD_ДДАІ МВС УКРАЇНИ";"DACIA";"LOGAN";"UU1LSD4GH37863442";2007;"СИНІЙ";"ЛЕГКОВИЙ";"СЕДАН";"ЗАГАЛЬНИЙ";"БЕНЗИН АБО ГАЗ";1390;1074;1535;"АА2065ЕА"
"P";"7121587801";"315";"ПЕРЕРЕЄСТРАЦІЯ ТЗ НА НОВ. ВЛАСН. ПО ДОГОВОРУ УКЛАДЕНОМУ В ТСЦ";14.01.2022;12381;"ТСЦ 7145";"VOLKSWAGEN";"CADDY";"WV1ZZZ2KZ5X072407";2005;"БІЛИЙ";"ЛЕГКОВИЙ";"ПАСАЖИРСЬКИЙ";"ЗАГАЛЬНИЙ";"ДИЗЕЛЬНЕ ПАЛИВО";1968;1350;2055;"СА6779ІК"
"P";"8000000000";"450";"ПЕРЕРЕЄСТРАЦІЯ ПРИ ЗАМІНІ СВІДОЦТВА ПРО РЕЄСТРАЦІЮ У ЗВ'ЯЗКУ З КОРИГУВАННЯМ ОБЛІКОВИХ ДАНИХ ТЗ";10.02.2022;12296;"ТСЦ 8047";"LEXUS";"RX 400";"JTJHW31UX82057758";2008;"ЧОРНИЙ";"ЛЕГКОВИЙ";"УНІВЕРСАЛ";"ЗАГАЛЬНИЙ";"ЕЛЕКТРО АБО БЕНЗИН";3300;1850;2505;"КА3718ЕК"
"P";"5910200000";"315";"ПЕРЕРЕЄСТРАЦІЯ ТЗ НА НОВ. ВЛАСН. ПО ДОГОВОРУ УКЛАДЕНОМУ В ТСЦ";04.04.2022;12330;"ТСЦ 5341";"БОГДАН";"211040";"Y6L211040DL238293";2012;"СІРИЙ";"ЛЕГКОВИЙ";"СЕДАН";"ЗАГАЛЬНИЙ";"БЕНЗИН";1596;1020;1495;"ВІ3035НК"
"P";"6310137500";"254";"НАЛЕЖНИЙ КОРИСТУВАЧ. РЕЄСТРАЦІЯ";24.10.2022;10000;"OLD_ДДАІ МВС УКРАЇНИ";"NISSAN";"JUKE";"SJNFBAF15U6289633";2012;"БІЛИЙ";"ЛЕГКОВИЙ";"ХЕТЧБЕК";"ЗАГАЛЬНИЙ";"БЕНЗИН";1598;1194;1675;"АХ5303МЕ"
"P";"6310100000";"315";"ПЕРЕРЕЄСТРАЦІЯ ТЗ НА НОВ. ВЛАСН. ПО ДОГОВОРУ УКЛАДЕНОМУ В ТСЦ";11.06.2022;13653;"ТСЦ 6350";"CHEVROLET";"AVEO";"KL1SF69YE7B067290";2006;"СІРИЙ";"ЛЕГКОВИЙ";"СЕДАН";"ЗАГАЛЬНИЙ";"БЕНЗИН АБО ГАЗ";1498;1060;1530;"АХ7311МН"
"P";"1820387801";"315";"ПЕРЕРЕЄСТРАЦІЯ ТЗ НА НОВ. ВЛАСН. ПО ДОГОВОРУ УКЛАДЕНОМУ В ТСЦ";11.06.2022;12255;"ТСЦ 1842";"DAEWOO";"LANOS";"Y6DTF69YD8W420151";2008;"СИНІЙ";"ЛЕГКОВИЙ";"СЕДАН";"ЗАГАЛЬНИЙ";"БЕНЗИН АБО ГАЗ";1498;1242;1595;"АМ6061НВ"
"J";"8038900000";"315";"ПЕРЕРЕЄСТРАЦІЯ ТЗ НА НОВ. ВЛАСН. ПО ДОГОВОРУ УКЛАДЕНОМУ В ТСЦ";20.01.2022;12298;"ТСЦ 3541";"KOEGEL";"SN 24";"WK0SN002410790453";2001;"ЧОРНИЙ";"ПРИЧІП";"ПР-КОНТЕЙНЕРОВОЗ";"СПЕЦІАЛІЗОВАНИЙ";"";;5300;24000;"ВА0398ХО"
"P";"8036100000";"404";"ПЕРЕРЕЄСТРАЦІЯ ТЗ, В ЗВ’ЯЗКУ ІЗ НАНЕСЕННЯ СПЕЦІАЛЬНИХ ІНДИВІДУАЛЬНИХ НОМЕРІВ АБО ДУБЛЮВАННЯ №КУЗОВА";14.08.2022;12295;"ТСЦ 8046";"OPEL";"ASTRA";"W0L0TGF0835015781";2003;"СІРИЙ";"ЛЕГКОВИЙ";"ХЕТЧБЕК";"ЗАГАЛЬНИЙ";"БЕНЗИН АБО ГАЗ";1398;1068;1460;"АА5255КВ"
"P";"8038200000";"315";"ПЕРЕРЕЄСТРАЦІЯ ТЗ НА НОВ. ВЛАСН. ПО ДОГОВОРУ УКЛАДЕНОМУ В ТСЦ";08.10.2022;12295;"ТСЦ 8046";"ВАЗ";"2101";"ВАЗ21010706284";1972;"СІРИЙ";"ЛЕГКОВИЙ";"СЕДАН";"ЗАГАЛЬНИЙ";"БЕНЗИН";1198;955;1355;"КА4791ІВ"
"P";"6310136600";"254";"НАЛЕЖНИЙ КОРИСТУВАЧ. РЕЄСТРАЦІЯ";01.09.2022;10000;"OLD_ДДАІ МВС УКРАЇНИ";"CITROEN";"C4";"VF7NC9HR8CY619866";2012;"БІЛИЙ";"ЛЕГКОВИЙ";"ХЕТЧБЕК";"ЗАГАЛЬНИЙ";"ДИЗЕЛЬНЕ ПАЛИВО";1560;1205;1825;"АХ0186СХ"
"P";"3210600000";"308";"ПЕРЕРЕЄСТРАЦІЯ НА НОВОГО ВЛАСНИКА ЗА ДОГ. КУПIВЛI-ПРОДАЖУ (СГ)";02.07.2022;12282;"ТСЦ 3243";"БОГДАН";"А-09211";"Y6LA092115L000464";2005;"БІЛИЙ";"АВТОБУС";"АВТОБУС";"ЗАГАЛЬНИЙ";"ДИЗЕЛЬНЕ ПАЛИВО";4570;4535;7825;"АІ1125ОІ"
"P";"1414100000";"315";"ПЕРЕРЕЄСТРАЦІЯ ТЗ НА НОВ. ВЛАСН. ПО ДОГОВОРУ УКЛАДЕНОМУ В ТСЦ";02.02.2022;12355;"ТСЦ 6341";"HYUNDAI";"I20";"MALAN51CBCM238123";2012;"БЕЖЕВИЙ";"ЛЕГКОВИЙ";"ХЕТЧБЕК";"ЗАГАЛЬНИЙ";"БЕНЗИН";1248;1085;1515;"АХ9263МЕ"
"P";"1412900000";"315";"ПЕРЕРЕЄСТРАЦІЯ ТЗ НА НОВ. ВЛАСН. ПО ДОГОВОРУ УКЛАДЕНОМУ В ТСЦ";22.02.2022;12250;"ТСЦ 1443";"HYUNDAI";"GETZ";"KMHBT51DP7U693211";2007;"ЧЕРВОНИЙ";"ЛЕГКОВИЙ";"ХЕТЧБЕК";"ЗАГАЛЬНИЙ";"БЕНЗИН";1399;1143;1530;"АН4442ВМ"
"P";"7324510100";"308";"ПЕРЕРЕЄСТРАЦІЯ НА НОВОГО ВЛАСНИКА ЗА ДОГ. КУПIВЛI-ПРОДАЖУ (СГ)";21.07.2022;12389;"ТСЦ 7342";"OPEL";"COMBO";"W0L0XCF2563034327";2006;"БІЛИЙ";"ЛЕГКОВИЙ";"ПАСАЖИРСЬКИЙ";"ЗАГАЛЬНИЙ";"ДИЗЕЛЬНЕ ПАЛИВО";1248;1180;1680;"СЕ9863ЕН"
"P";"1222081501";"412";"ПЕРЕРЕЄСТРАЦІЯ ТЗ ПРИ ВИДАЧІ НОМЕРНОГО ЗНАКУ ВІДПОВІДНОЇ КОМБІНАЦІЇ ЦИФР";06.07.2022;13648;"ТСЦ 1249";"TOYOTA";"CAMRY";"JTNBFYFK203021859";2012;"СІРИЙ";"ЛЕГКОВИЙ";"СЕДАН";"ЗАГАЛЬНИЙ";"БЕНЗИН АБО ГАЗ";2494;1430;2100;"АЕ7700ІО"
"P";"7322582801";"315";"ПЕРЕРЕЄСТРАЦІЯ ТЗ НА НОВ. ВЛАСН. ПО ДОГОВОРУ УКЛАДЕНОМУ В ТСЦ";07.12.2022;12389;"ТСЦ 7342";"CITROEN";"JUMPY";"VF7BYRHXB86201991";2005;"СІРИЙ";"ЛЕГКОВИЙ";"ПАСАЖИРСЬКИЙ";"ЗАГАЛЬНИЙ";"ДИЗЕЛЬНЕ ПАЛИВО";1997;1405;2330;"СЕ3075ЕІ"
"P";"4610137200";"315";"ПЕРЕРЕЄСТРАЦІЯ ТЗ НА НОВ. ВЛАСН. ПО ДОГОВОРУ УКЛАДЕНОМУ В ТСЦ";14.01.2022;12307;"ТСЦ  4641";"BMW";"X5";"WBAFB710X0LW40384";2004;"ЧОРНИЙ";"ЛЕГКОВИЙ";"УНІВЕРСАЛ";"ЗАГАЛЬНИЙ";"ДИЗЕЛЬНЕ ПАЛИВО";2993;2180;2620;"ВС7701ОМ"
"P";"2625888101";"254";"НАЛЕЖНИЙ КОРИСТУВАЧ. РЕЄСТРАЦІЯ";12.02.2022;10000;"OLD_ДДАІ МВС УКРАЇНИ";"RENAULT";"LOGAN";"VF1LSRABH47931872";2012;"СІРИЙ";"ЛЕГКОВИЙ";"СЕДАН";"ЗАГАЛЬНИЙ";"БЕНЗИН";1598;980;1535;"АТ9965НА"
"P";"4820982202";"315";"ПЕРЕРЕЄСТРАЦІЯ ТЗ НА НОВ. ВЛАСН. ПО ДОГОВОРУ УКЛАДЕНОМУ В ТСЦ";19.02.2022;12318;"ТСЦ 4844";"HYUNDAI";"H-1";"KMJWVH7FPXU116899";1999;"БІЛИЙ";"ВАНТАЖНИЙ";"ФУРГОН";"СПЕЦІАЛІЗОВАНИЙ";"ДИЗЕЛЬНЕ ПАЛИВО";2476;1810;3050;"ВЕ7203ЕТ"
"P";"3220410500";"440";"ПЕРЕРЕЄСТРАЦIЯ ПРИ ВТРАТІ СВIДОЦТВА ПРО РЕЄСТРАЦIЮ";12.01.2022;12283;"ТСЦ 3244";"VOLKSWAGEN";"LT 35 D";"WV1ZZZ2DZ5H027172";2005;"БІЛИЙ";"ВАНТАЖНИЙ";"ФУРГОН РЕФРИЖЕРАТОР";"СПЕЦІАЛІЗОВАНИЙ";"ДИЗЕЛЬНЕ ПАЛИВО";2461;2500;3500;"АІ2597НХ"
"P";"8038000000";"315";"ПЕРЕРЕЄСТРАЦІЯ ТЗ НА НОВ. ВЛАСН. ПО ДОГОВОРУ УКЛАДЕНОМУ В ТСЦ";16.11.2022;12294;"ТСЦ 8045";"SKODA";"OCTAVIA";"TMBCA41Z3CB158954";2012;"СІРИЙ";"ЛЕГКОВИЙ";"ХЕТЧБЕК";"ЗАГАЛЬНИЙ";"БЕНЗИН";1595;1050;1495;"КА3394ІК"
"P";"4610100000";"315";"ПЕРЕРЕЄСТРАЦІЯ ТЗ НА НОВ. ВЛАСН. ПО ДОГОВОРУ УКЛАДЕНОМУ В ТСЦ";08.07.2022;12307;"ТСЦ  4641";"OPEL";"VIVARO";"W0LF7ACA66V617695";2006;"ЧОРНИЙ";"ЛЕГКОВИЙ";"ПАСАЖИРСЬКИЙ";"ЗАГАЛЬНИЙ";"ДИЗЕЛЬНЕ ПАЛИВО";1870;1680;2700;"ВС8098ОХ"
"P";"4624810100";"315";"ПЕРЕРЕЄСТРАЦІЯ ТЗ НА НОВ. ВЛАСН. ПО ДОГОВОРУ УКЛАДЕНОМУ В ТСЦ";22.11.2022;12307;"ТСЦ  4641";"OPEL";"VIVARO";"W0LF7ACA66V617695";2006;"ЧОРНИЙ";"ЛЕГКОВИЙ";"ПАСАЖИРСЬКИЙ";"ЗАГАЛЬНИЙ";"ДИЗЕЛЬНЕ ПАЛИВО";1870;1680;2700;"ВС9320РМ"
"P";"1210700000";"254";"НАЛЕЖНИЙ КОРИСТУВАЧ. РЕЄСТРАЦІЯ";18.09.2022;10000;"OLD_ДДАІ МВС УКРАЇНИ";"FIAT";"LINEA";"ZFA32300003189609";2012;"БЕЖЕВИЙ";"ЛЕГКОВИЙ";"СЕДАН";"ЗАГАЛЬНИЙ";"БЕНЗИН";1368;1295;1705;"АЕ8454ОЕ"
"P";"2610400000";"560";"ЗНЯТТЯ З ОБЛІКУ ПРИ ПОВЕРНЕННІ ІЗ ПОЇЗДКИ ЗА КОРДОН ПО ДОРУЧ.";18.07.2022;12277;"ТСЦ 2642";"FORD";"TRANSIT";"WF0XXXTTFX8L22912";2008;"БІЛИЙ";"ВАНТАЖНИЙ";"ФУРГОН";"СПЕЦІАЛІЗОВАНИЙ";"ДИЗЕЛЬНЕ ПАЛИВО";2198;2090;3500;"АТ5013СК"
"P";"8036100000";"254";"НАЛЕЖНИЙ КОРИСТУВАЧ. РЕЄСТРАЦІЯ";15.10.2022;10000;"OLD_ДДАІ МВС УКРАЇНИ";"TOYOTA";"LAND CRUISER 150";"JTEBX3FJ90K103598";2012;"БІЛИЙ";"ЛЕГКОВИЙ";"УНІВЕРСАЛ";"ЗАГАЛЬНИЙ";"БЕНЗИН АБО ГАЗ";2694;2090;2990;"КА0800АЕ"
"P";"1410100000";"254";"НАЛЕЖНИЙ КОРИСТУВАЧ. РЕЄСТРАЦІЯ";11.02.2022;10000;"OLD_ДДАІ МВС УКРАЇНИ";"BMW";"320I";"WBA3B11070J408207";2012;"ЧОРНИЙ";"ЛЕГКОВИЙ";"СЕДАН";"ЗАГАЛЬНИЙ";"БЕНЗИН";1997;1365;1865;"АН9078НТ"
"P";"2121981202";"308";"ПЕРЕРЕЄСТРАЦІЯ НА НОВОГО ВЛАСНИКА ЗА ДОГ. КУПIВЛI-ПРОДАЖУ (СГ)";13.05.2022;12264;"ТСЦ 2144";"CITROEN";"BERLINGO";"VF77H9HKCCJ707736";2012;"БІЛИЙ";"ВАНТАЖНИЙ";"ФУРГОН";"СПЕЦІАЛІЗОВАНИЙ";"ДИЗЕЛЬНЕ ПАЛИВО";1560;1410;1980;"АО9009ВО"
"P";"3525281201";"315";"ПЕРЕРЕЄСТРАЦІЯ ТЗ НА НОВ. ВЛАСН. ПО ДОГОВОРУ УКЛАДЕНОМУ В ТСЦ";23.08.2022;12280;"ТСЦ  3241";"OPEL";"REKORD";"W0L000017F1096283";1985;"СІРИЙ";"ЛЕГКОВИЙ";"СЕДАН";"ЗАГАЛЬНИЙ";"БЕНЗИН АБО ГАЗ";1998;1050;1650;"АІ0677ОК"
"P";"0722188601";"308";"ПЕРЕРЕЄСТРАЦІЯ НА НОВОГО ВЛАСНИКА ЗА ДОГ. КУПIВЛI-ПРОДАЖУ (СГ)";03.02.2022;12236;"ТСЦ 0742";"FIAT";"DOBLO";"ZFA22300005524215";2007;"БІЛИЙ";"ЛЕГКОВИЙ";"ПАСАЖИРСЬКИЙ";"ЗАГАЛЬНИЙ";"ДИЗЕЛЬНЕ ПАЛИВО";1248;1295;2000;"АС2446ЕТ"
"P";"4810800000";"308";"ПЕРЕРЕЄСТРАЦІЯ НА НОВОГО ВЛАСНИКА ЗА ДОГ. КУПIВЛI-ПРОДАЖУ (СГ)";28.10.2022;12318;"ТСЦ 4844";"NISSAN";"ROGUE";"JN8AS58V19W431859";2008;"СІРИЙ";"ЛЕГКОВИЙ";"УНІВЕРСАЛ";"ЗАГАЛЬНИЙ";"БЕНЗИН АБО ГАЗ";2488;1635;2040;"ВЕ0919ЕР"
"P";"6321755600";"315";"ПЕРЕРЕЄСТРАЦІЯ ТЗ НА НОВ. ВЛАСН. ПО ДОГОВОРУ УКЛАДЕНОМУ В ТСЦ";18.10.2022;12363;"ТСЦ 6349";"DACIA";"LOGAN";"UU1LSDAAH40352455";2008;"СИНІЙ";"ЛЕГКОВИЙ";"СЕДАН";"ЗАГАЛЬНИЙ";"БЕНЗИН";1390;1035;1535;"АХ7620МК"
"P";"5121083201";"315";"ПЕРЕРЕЄСТРАЦІЯ ТЗ НА НОВ. ВЛАСН. ПО ДОГОВОРУ УКЛАДЕНОМУ В ТСЦ";19.04.2022;13960;"ТСЦ 8048";"BMW";"X3";"WBAPC71050WD78194";2007;"ЧЕРВОНИЙ";"ЛЕГКОВИЙ";"УНІВЕРСАЛ";"ЗАГАЛЬНИЙ";"БЕНЗИН";2497;1640;2280;"КА0141НА"
"P";"5110137300";"315";"ПЕРЕРЕЄСТРАЦІЯ ТЗ НА НОВ. ВЛАСН. ПО ДОГОВОРУ УКЛАДЕНОМУ В ТСЦ";17.08.2022;12294;"ТСЦ 8045";"HYUNDAI";"I30";"TMAD251UBDJ063378";2012;"ЧОРНИЙ";"ЛЕГКОВИЙ";"ХЕТЧБЕК";"ЗАГАЛЬНИЙ";"ДИЗЕЛЬНЕ ПАЛИВО";1582;1515;1940;"КА5213ІС"
"P";"3523887601";"315";"ПЕРЕРЕЄСТРАЦІЯ ТЗ НА НОВ. ВЛАСН. ПО ДОГОВОРУ УКЛАДЕНОМУ В ТСЦ";27.07.2022;12316;"ТСЦ 4842";"ЗИЛ";"4331";"XTZ13000071372410";1977;"СИНІЙ";"ВАНТАЖНИЙ";"САМОСКИД";"СПЕЦІАЛІЗОВАНИЙ";"ДИЗЕЛЬНЕ ПАЛИВО";4750;4825;10525;"ВЕ8589ЕР"
"P";"7423381901";"315";"ПЕРЕРЕЄСТРАЦІЯ ТЗ НА НОВ. ВЛАСН. ПО ДОГОВОРУ УКЛАДЕНОМУ В ТСЦ";12.11.2022;12385;"ТСЦ 7443";"MITSUBISHI";"LANCER";"JMBSNCS3A7U001270";2006;"ЧОРНИЙ";"ЛЕГКОВИЙ";"СЕДАН";"ЗАГАЛЬНИЙ";"БЕНЗИН";1584;1250;1770;"СВ0186ЕІ"
"P";"2310136700";"315";"ПЕРЕРЕЄСТРАЦІЯ ТЗ НА НОВ. ВЛАСН. ПО ДОГОВОРУ УКЛАДЕНОМУ В ТСЦ";28.07.2022;12349;"ТСЦ 6141";"NISSAN";"ALMERA";"KNMCSHLMSDP899082";2012;"БІЛИЙ";"ЛЕГКОВИЙ";"СЕДАН";"ЗАГАЛЬНИЙ";"БЕНЗИН";1596;1230;1700;"ВО5632ЕН"
"P";"1822855103";"315";"ПЕРЕРЕЄСТРАЦІЯ ТЗ НА НОВ. ВЛАСН. ПО ДОГОВОРУ УКЛАДЕНОМУ В ТСЦ";12.02.2022;12258;"ТСЦ 1845";"CHEVROLET";"NIVA";"X9L21230080202903";2007;"ЧЕРВОНИЙ";"ЛЕГКОВИЙ";"УНІВЕРСАЛ";"ЗАГАЛЬНИЙ";"БЕНЗИН АБО ГАЗ";1700;970;1850;"АМ2574НВ"
"P";"5110600000";"254";"НАЛЕЖНИЙ КОРИСТУВАЧ. РЕЄСТРАЦІЯ";16.12.2022;10000;"OLD_ДДАІ МВС УКРАЇНИ";"LEXUS";"RX 350";"2T2BK1BA4DC170366";2012;"БІЛИЙ";"ЛЕГКОВИЙ";"УНІВЕРСАЛ";"ЗАГАЛЬНИЙ";"БЕНЗИН АБО ГАЗ";3456;1994;2560;"ВН4344ІН"
"P";"8036300000";"315";"ПЕРЕРЕЄСТРАЦІЯ ТЗ НА НОВ. ВЛАСН. ПО ДОГОВОРУ УКЛАДЕНОМУ В ТСЦ";13.01.2022;12378;"ТСЦ 7142";"FORD";"FUSION";"WF0UXXGAJUAM28206";2010;"СІРИЙ";"ЛЕГКОВИЙ";"УНІВЕРСАЛ";"ЗАГАЛЬНИЙ";"БЕНЗИН";1388;1160;1605;"СА3143ІМ"
"P";"4820380701";"315";"ПЕРЕРЕЄСТРАЦІЯ ТЗ НА НОВ. ВЛАСН. ПО ДОГОВОРУ УКЛАДЕНОМУ В ТСЦ";02.09.2022;12316;"ТСЦ 4842";"DAEWOO";"LANOS";"Y6DTF69YD7W315698";2006;"СИНІЙ";"ЛЕГКОВИЙ";"СЕДАН";"ЗАГАЛЬНИЙ";"БЕНЗИН АБО ГАЗ";1498;1161;1595;"ВЕ8804ЕО"
"P";"7110136700";"317";"ПЕРЕРЕЄСТРАЦІЯ ТЗ НА НОВ. ВЛАСН. ПО ДОГОВОРУ ДАРУВАННЯ УКЛАДЕНОМУ В ТСЦ";02.02.2022;12377;"ТСЦ 7141";"LEXUS";"LX 570";"JTJHY7AX5D4093979";2012;"ЧОРНИЙ";"ЛЕГКОВИЙ";"УНІВЕРСАЛ";"ЗАГАЛЬНИЙ";"БЕНЗИН АБО ГАЗ";5663;2445;2945;"СА0100АК"
"P";"8038200000";"315";"ПЕРЕРЕЄСТРАЦІЯ ТЗ НА НОВ. ВЛАСН. ПО ДОГОВОРУ УКЛАДЕНОМУ В ТСЦ";16.07.2022;12377;"ТСЦ 7141";"LEXUS";"LX 570";"JTJHY7AX5D4093979";2012;"ЧОРНИЙ";"ЛЕГКОВИЙ";"УНІВЕРСАЛ";"ЗАГАЛЬНИЙ";"БЕНЗИН АБО ГАЗ";5663;2445;2945;"СА0100КС"
"P";"5324085205";"315";"ПЕРЕРЕЄСТРАЦІЯ ТЗ НА НОВ. ВЛАСН. ПО ДОГОВОРУ УКЛАДЕНОМУ В ТСЦ";21.10.2022;12330;"ТСЦ 5341";"HYUNDAI";"I10";"MALAM51CP9M189189";2008;"СІРИЙ";"ЛЕГКОВИЙ";"ХЕТЧБЕК";"ЗАГАЛЬНИЙ";"БЕНЗИН";1248;980;1430;"ВІ1288НР"
"P";"4610137200";"315";"ПЕРЕРЕЄСТРАЦІЯ ТЗ НА НОВ. ВЛАСН. ПО ДОГОВОРУ УКЛАДЕНОМУ В ТСЦ";13.09.2022;12307;"ТСЦ  4641";"HYUNDAI";"IX35";"TMAJU81BDCJ362059";2012;"ЧОРНИЙ";"ЛЕГКОВИЙ";"УНІВЕРСАЛ";"ЗАГАЛЬНИЙ";"БЕНЗИН";1998;1601;2140;"ВС2312РК"
"P";"4810300000";"315";"ПЕРЕРЕЄСТРАЦІЯ ТЗ НА НОВ. ВЛАСН. ПО ДОГОВОРУ УКЛАДЕНОМУ В ТСЦ";28.05.2022;12315;"ТСЦ 4841";"CHERY";"TIGGO";"Y6DDB14B17D080995";2007;"СИНІЙ";"ЛЕГКОВИЙ";"УНІВЕРСАЛ";"ЗАГАЛЬНИЙ";"БЕНЗИН АБО ГАЗ";1997;1275;1750;"ВЕ8622ЕО"
"P";"6310136600";"254";"НАЛЕЖНИЙ КОРИСТУВАЧ. РЕЄСТРАЦІЯ";31.08.2022;10000;"OLD_ДДАІ МВС УКРАЇНИ";"MITSUBISHI";"LANCER";"JMBSTCY4A8U017553";2008;"БЕЖЕВИЙ";"ЛЕГКОВИЙ";"СЕДАН";"ЗАГАЛЬНИЙ";"БЕНЗИН";1998;1380;1850;"АХ8862ІР"
"P";"6823683003";"315";"ПЕРЕРЕЄСТРАЦІЯ ТЗ НА НОВ. ВЛАСН. ПО ДОГОВОРУ УКЛАДЕНОМУ В ТСЦ";03.09.2022;12257;"ТСЦ 1844";"SKODA";"OCTAVIA TOUR";"TMBDK41U45B014127";2004;"СІРИЙ";"ЛЕГКОВИЙ";"ХЕТЧБЕК";"ЗАГАЛЬНИЙ";"БЕНЗИН АБО ГАЗ";1595;1280;1790;"АМ8734НС"
"P";"6320886001";"308";"ПЕРЕРЕЄСТРАЦІЯ НА НОВОГО ВЛАСНИКА ЗА ДОГ. КУПIВЛI-ПРОДАЖУ (СГ)";04.02.2022;12355;"ТСЦ 6341";"RENAULT";"PREMIUM";"VF622GVA000110088";2001;"СІРИЙ";"ВАНТАЖНИЙ";"СІДЛОВИЙ ТЯГАЧ";"СПЕЦІАЛІЗОВАНИЙ";"ДИЗЕЛЬНЕ ПАЛИВО";11116;7320;18000;"АХ9250МЕ"
"P";"0710100000";"315";"ПЕРЕРЕЄСТРАЦІЯ ТЗ НА НОВ. ВЛАСН. ПО ДОГОВОРУ УКЛАДЕНОМУ В ТСЦ";29.10.2022;12309;"ТСЦ 4643";"CITROEN";"C4";"VF7NC9HR8CY609430";2012;"КОРИЧНЕВИЙ";"ЛЕГКОВИЙ";"ХЕТЧБЕК";"ЗАГАЛЬНИЙ";"ДИЗЕЛЬНЕ ПАЛИВО";1560;1200;1732;"ВС8009ОТ"
"P";"5110137300";"315";"ПЕРЕРЕЄСТРАЦІЯ ТЗ НА НОВ. ВЛАСН. ПО ДОГОВОРУ УКЛАДЕНОМУ В ТСЦ";05.01.2022;12322;"ТСЦ 5142";"RENAULT";"TRAFIC";"VF1FLAHA67Y216634";2007;"БІЛИЙ";"ЛЕГКОВИЙ";"ПАСАЖИРСЬКИЙ";"ЗАГАЛЬНИЙ";"ДИЗЕЛЬНЕ ПАЛИВО";1995;1753;2770;"ВН5195РН"
"P";"6823610100";"315";"ПЕРЕРЕЄСТРАЦІЯ ТЗ НА НОВ. ВЛАСН. ПО ДОГОВОРУ УКЛАДЕНОМУ В ТСЦ";16.09.2022;12375;"ТСЦ 6845";"NISSAN";"MAXIMA";"JN1CAUA33U0071944";2004;"ЧОРНИЙ";"ЛЕГКОВИЙ";"СЕДАН";"ЗАГАЛЬНИЙ";"БЕНЗИН АБО ГАЗ";1995;1425;1925;"ВХ9505НЕ"
"P";"3222410300";"254";"НАЛЕЖНИЙ КОРИСТУВАЧ. РЕЄСТРАЦІЯ";10.09.2022;10000;"OLD_ДДАІ МВС УКРАЇНИ";"FORD";"FOCUS";"WF0LXXGCBLCR09968";2012;"ЧОРНИЙ";"ЛЕГКОВИЙ";"УНІВЕРСАЛ";"ЗАГАЛЬНИЙ";"БЕНЗИН";1596;1485;1860;"АІ4303ЕВ"
"P";"5320810100";"254";"НАЛЕЖНИЙ КОРИСТУВАЧ. РЕЄСТРАЦІЯ";27.11.2022;10000;"OLD_ДДАІ МВС УКРАЇНИ";"NISSAN";"QASHQAI";"SJNFBNJ10U2549411";2012;"СІРИЙ";"ЛЕГКОВИЙ";"ХЕТЧБЕК";"ЗАГАЛЬНИЙ";"БЕНЗИН АБО ГАЗ";1997;1550;1960;"ВІ9455ЕР"
"P";"5110137600";"321";"ПЕРЕРЕЄСТРАЦIЯ ТЗ НА НОВ. ВЛАС. ПО УСПАДКУВАННЮ ЗА ЗАПОВIТОМ ЧИ УСПАДКОВАНОМУ ДОГОВОРУ";07.07.2022;13747;"ТСЦ 5152";"AUDI";"Q3";"WAUZZZ8UXDR031215";2012;"БІЛИЙ";"ЛЕГКОВИЙ";"УНІВЕРСАЛ";"ЗАГАЛЬНИЙ";"БЕНЗИН";1984;1675;2270;"ВН0124РО"
